Mig instance,Batch size,Workload Number,Throughput,Latency
2,1,1,0.1206632508,8.288570881
3,1,1,0.1949814941,5.129398108
4,1,1,0.1954441408,5.117773771
7,1,1,0.221729008,4.526850462
