Mig instance,Batch size,Workload Number,Throughput,Latency
2,1,1,0.4253574412,2.35144639
3,1,1,0.4449508072,2.254504442
4,1,1,0.4524146052,2.218827724
7,1,1,0.4595007493,2.183179617
